year,area_code,area_label,all_fuels,ind_pet,dom_pet,rail_pet,pub_adm_pet,comm_pet,agric_pet,ind_coal,dom_coal,rail_coal,pub_adm_coal,comm_coal,agric_coal,ind_man_sol_fuel,dom_man_sol_fuel,ind_bio_and_waste,dom_bio_and_waste,measure,unit
2021,E07000092,Rushmoor,7.4,4.5,0.3,0.5,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.1,1.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000111,Sevenoaks,21.7,6.1,6.9,1.0,0.0,0.1,2.6,0.5,0.8,0.0,0.1,0.0,0,0.0,0.5,1.3,1.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000039,Slough,20.2,11.8,0.2,1.4,0.0,0.5,0.1,0.6,0.2,0.0,0.0,0.0,0,0.0,0.2,4.2,1.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000179,South Oxfordshire,39.1,7.8,9.9,3.4,0.0,0.1,5.9,1.7,0.6,0.0,0.1,0.0,0,0.1,0.4,7.1,2.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000045,Southampton,18.3,12.0,0.4,1.1,0.7,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0,0.0,0.5,0.2,2.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000213,Spelthorne,6.3,3.6,0.3,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0,0.1,0.2,0.0,1.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000214,Surrey Heath,17.8,14.6,0.6,0.1,0.0,0.1,0.2,0.1,0.3,0.0,0.0,0.0,0,0.0,0.2,0.4,1.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000113,Swale,24.1,11.2,2.8,0.1,0.0,0.1,2.0,1.1,0.6,0.0,0.0,0.0,0,0.6,0.4,2.9,2.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000215,Tandridge,11.5,3.0,2.6,1.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.3,0.5,1.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000093,Test Valley,39.5,9.0,12.9,1.5,0.0,0.1,5.3,1.7,0.5,0.0,0.1,0.0,0,0.4,0.3,6.1,1.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000114,Thanet,10.5,4.6,0.6,0.1,0.0,0.1,0.4,0.4,0.5,0.0,0.0,0.0,0,0.1,0.4,1.3,2.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000115,Tonbridge and Malling,19.2,6.3,3.2,0.2,0.0,0.1,1.5,1.6,0.5,0.0,0.0,0.0,0,0.1,0.3,3.4,1.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000116,Tunbridge Wells,17.1,4.1,7.3,0.2,0.0,0.1,2.6,0.1,0.4,0.0,0.0,0.0,0,0.0,0.3,0.4,1.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000180,Vale of White Horse,31.2,10.5,7.0,3.2,0.0,0.1,4.3,0.7,0.5,0.0,0.0,0.0,0,0.0,0.4,2.7,1.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000216,Waverley,14.2,3.4,4.1,0.0,0.0,0.1,1.8,0.5,0.5,0.0,0.0,0.0,0,0.0,0.3,1.8,1.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000065,Wealden,45.0,7.8,16.0,1.6,0.0,0.1,7.3,1.9,0.8,0.1,0.1,0.0,0,0.1,0.5,6.2,2.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000037,West Berkshire,57.5,14.0,16.3,4.6,1.3,0.2,5.1,2.7,0.9,0.0,0.1,0.1,0,0.0,0.6,8.8,2.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000181,West Oxfordshire,55.9,8.9,10.5,1.2,0.9,0.1,4.8,5.3,0.5,0.0,0.1,0.1,0,0.0,0.3,21.5,1.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000094,Winchester,30.2,8.8,9.2,1.8,0.0,0.1,5.3,0.5,0.5,0.1,0.1,0.0,0,0.0,0.3,1.8,1.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000040,Windsor and Maidenhead,15.0,6.1,3.1,1.4,0.0,0.2,1.1,0.0,0.5,0.0,0.0,0.0,0,0.0,0.4,0.3,1.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000217,Woking,20.2,16.8,0.7,0.5,0.0,0.2,0.2,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.1,1.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000041,Wokingham,14.6,5.3,2.0,2.1,0.0,0.1,1.0,0.1,0.6,0.0,0.0,0.0,0,0.0,0.4,0.5,2.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000229,Worthing,5.9,3.3,0.3,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.1,1.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E12000008,South East total,2443.9,1301.4,278.1,68.3,9.6,7.4,129.0,50.0,35.6,1.6,2.3,1.3,0,197.7,24.1,210.6,126.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000022,Bath and North East Somerset,28.2,8.0,4.3,2.4,0.1,0.2,4.4,0.4,0.4,0.0,0.0,0.0,0,0.0,0.5,3.3,4.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000058,"Bournemouth, Christchurch and Poole",42.4,21.1,1.3,0.2,0.1,0.2,0.5,1.9,0.3,0.0,0.1,0.0,0,0.2,0.5,11.4,4.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000023,"Bristol, City of",30.0,18.3,1.3,2.5,0.3,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0,0.4,0.3,3.6,2.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000078,Cheltenham,9.1,5.6,0.3,0.6,0.2,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0,0.0,0.1,0.4,1.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000052,Cornwall,250.4,58.3,57.6,4.8,0.2,0.7,39.2,12.7,2.3,0.3,0.3,0.2,0,0.6,2.7,49.4,21.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000079,Cotswold,44.1,12.0,10.5,0.9,0.0,0.1,9.2,2.0,0.4,0.0,0.0,0.0,0,0.0,0.4,5.3,3.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000059,Dorset,101.4,26.5,23.8,1.0,0.0,0.3,24.4,4.0,1.1,0.1,0.2,0.1,0,0.6,1.3,7.9,10.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000040,East Devon,35.7,7.0,9.4,1.2,0.0,0.2,9.0,0.6,0.6,0.0,0.1,0.0,0,0.0,0.7,1.3,5.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000041,Exeter,10.2,5.9,0.4,1.0,0.5,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0,0.1,0.1,0.3,1.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000080,Forest of Dean,43.3,7.2,10.4,1.6,0.0,0.1,4.5,3.1,0.4,0.0,0.1,0.0,0,0.6,0.4,12.2,2.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000081,Gloucester,11.6,6.4,0.4,1.1,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0,0.5,0.2,0.5,1.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000053,Isles of Scilly,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000187,Mendip,55.7,21.3,8.0,1.6,0.0,0.1,9.6,2.1,0.3,0.0,0.1,0.0,0,0.0,0.4,9.1,3.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000042,Mid Devon,39.3,9.1,8.6,1.8,0.0,0.1,11.7,1.0,0.4,0.2,0.0,0.0,0,0.2,0.5,2.1,3.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000043,North Devon,56.6,9.7,7.0,0.2,0.0,0.1,15.8,2.2,0.3,0.0,0.1,0.0,0,0.8,0.4,16.9,3.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000024,North Somerset,37.9,14.0,5.2,2.3,0.0,0.2,4.8,1.7,0.3,0.0,0.2,0.0,0,0.0,0.4,5.4,3.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000026,Plymouth,36.7,20.3,0.6,0.9,3.5,0.1,0.2,0.6,0.3,0.0,0.1,0.0,0,0.6,0.5,4.8,4.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000188,Sedgemoor,83.8,10.6,9.7,1.7,0.0,0.1,7.2,9.9,0.3,0.0,0.0,0.0,0,0.0,0.4,40.4,3.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000246,Somerset West and Taunton,40.4,6.0,10.5,2.0,0.0,0.1,12.9,2.3,0.3,0.7,0.1,0.0,0,0.0,0.4,1.7,3.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000025,South Gloucestershire,74.8,49.6,7.5,3.4,0.0,0.2,5.2,2.6,0.4,0.0,0.2,0.0,0,0.0,0.5,1.2,4.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000044,South Hams,34.2,7.3,8.4,2.0,0.0,0.1,9.3,1.0,0.4,0.2,0.0,0.0,0,0.0,0.4,1.5,3.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000189,South Somerset,73.1,20.7,15.5,2.2,1.5,0.1,10.9,3.1,0.5,0.0,0.1,0.0,0,0.5,0.6,12.3,4.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000082,Stroud,29.3,10.7,5.3,2.1,0.0,0.1,5.0,0.8,0.2,0.0,0.0,0.0,0,0.2,0.2,2.4,2.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000030,Swindon,26.9,13.5,1.3,0.5,0.0,0.1,1.8,0.7,0.3,0.0,0.1,0.1,0,0.1,0.4,4.1,3.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000045,Teignbridge,53.6,17.9,6.0,2.8,0.0,0.2,6.3,3.0,0.3,0.0,0.0,0.0,0,0.1,0.4,13.0,3.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000083,Tewkesbury,42.9,10.0,3.3,1.6,0.0,0.1,4.1,4.2,0.2,0.2,0.0,0.0,0,0.0,0.2,17.4,1.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000027,Torbay,11.5,2.8,0.4,0.2,0.0,0.1,0.3,0.9,0.2,0.2,0.0,0.0,0,0.0,0.2,4.2,2.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000046,Torridge,44.4,4.7,9.2,0.0,0.0,0.1,13.1,2.9,0.2,0.0,0.0,0.0,0,0.2,0.3,11.5,2.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E07000047,West Devon,29.1,3.4,7.3,0.0,0.0,0.1,11.9,0.7,0.2,0.4,0.0,0.0,0,0.0,0.2,3.1,1.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E06000054,Wiltshire,175.8,28.2,39.8,10.3,0.0,0.4,31.6,11.4,1.4,0.0,0.4,0.1,0,0.1,1.6,37.9,12.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E12000009,South West total,1553.0,436.7,273.5,52.9,6.5,4.8,254.1,75.8,12.5,2.5,2.2,1.2,0,6.0,15.4,284.6,124.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000001,Antrim and Newtownabbey,285.7,159.9,48.0,0.8,0.2,1.5,9.0,10.8,5.6,0.0,0.2,0.1,0,0.1,2.4,43.0,4.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000011,Ards and North Down,96.1,14.8,50.6,0.7,0.0,0.4,6.2,1.6,7.4,0.0,0.2,0.0,0,0.0,3.2,5.1,5.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000002,"Armagh City, Banbridge and Craigavon",533.5,362.6,82.6,1.0,2.8,3.5,24.9,8.5,11.5,0.0,0.3,0.1,0,0.1,4.9,23.5,7.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000003,Belfast,156.3,64.8,73.4,1.3,0.4,2.3,3.3,0.0,3.1,0.0,0.1,0.0,0,0.0,1.3,4.2,2.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000004,Causeway Coast and Glens,158.4,40.2,59.8,1.3,0.3,1.6,21.8,3.1,9.0,0.0,0.3,0.1,0,0.2,3.8,10.9,5.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000005,Derry City and Strabane,214.8,50.2,55.7,0.2,0.0,2.3,15.0,39.6,6.8,0.0,0.5,0.1,0,0.9,3.0,35.3,5.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000006,Fermanagh and Omagh,180.6,26.7,49.7,0.0,0.0,0.1,36.5,1.7,7.5,0.0,0.4,0.1,0,0.2,3.2,49.9,4.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000007,Lisburn and Castlereagh,134.6,26.0,42.2,0.9,0.0,0.6,4.7,9.9,5.2,0.0,0.1,0.0,0,0.1,2.3,38.9,3.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000008,Mid and East Antrim,198.2,99.5,51.5,1.0,0.0,1.5,14.2,3.7,6.2,0.0,0.1,0.1,0,0.0,2.7,13.3,4.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000009,Mid Ulster,249.2,57.8,57.0,0.0,0.0,0.2,28.3,30.9,6.7,0.0,0.3,0.1,0,1.3,2.9,59.4,4.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N09000010,"Newry, Mourne and Down",198.6,73.7,70.1,0.3,0.0,1.8,22.2,4.5,8.9,0.0,0.2,0.1,0,0.3,3.8,7.0,5.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N92000002,Northern Ireland total,2406.0,976.2,640.6,7.4,3.8,15.8,186.2,114.3,77.9,0.0,2.6,1.0,0,3.4,33.4,290.4,53.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,K03000001,Great Britain total,18494.5,7925.7,1895.9,508.9,33.1,48.0,1445.2,828.2,284.8,10.0,13.1,7.0,0,1766.0,180.6,2677.6,870.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,W92000004,Wales,2336.3,728.6,248.7,25.8,0.1,2.0,198.8,124.9,41.2,1.8,1.7,0.6,0,586.3,22.0,276.0,77.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,S92000003,Scotland,2716.9,1575.2,274.0,42.8,9.6,3.5,293.7,57.9,9.0,0.3,1.7,0.7,0,6.0,8.7,371.8,61.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,E92000001,England,13441.3,5621.9,1373.2,440.3,23.4,42.5,952.6,645.4,234.6,8.0,9.7,5.8,0,1173.8,150.0,2029.8,730.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,N92000002,Northern Ireland,2406.0,976.2,640.6,7.4,3.8,15.8,186.2,114.3,77.9,0.0,2.6,1.0,0,3.4,33.4,290.4,53.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021,K02000001,United Kingdom total,20900.5,8901.8,2536.6,516.3,36.9,63.8,1631.4,942.5,362.7,10.0,15.7,8.0,0,1769.5,214.0,2968.0,923.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
